ts,temperature,humidity,pressure,voltage,cpu_usage,anomaly_flags,source,note,owner_email
2026-05-22T15:00:00Z,24.923,87.4047,1012.1847,12.0301,43.8907,"{""temperature"": false, ""humidity"": true, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-22T15:30:00Z,26.1233,66.2021,1013.1437,12.0283,44.5055,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-22T16:00:00Z,24.7876,65.9674,1012.9198,11.994,38.2355,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-22T16:30:00Z,24.0973,64.9483,1012.4874,12.0157,40.9951,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-22T17:00:00Z,23.8268,65.6941,1012.0987,12.0038,40.3129,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-22T17:30:00Z,23.9012,65.1598,1011.9191,11.9829,37.6808,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-22T18:00:00Z,22.8095,61.4246,1012.4999,11.9962,39.1072,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-22T18:30:00Z,23.5995,63.3099,1011.5372,12.0036,35.4409,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-22T19:00:00Z,22.5729,63.3873,1011.1018,11.9971,35.2109,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-22T19:30:00Z,23.7947,63.9678,1010.5723,12.008,33.4725,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-22T20:00:00Z,22.1559,61.0015,1012.3529,12.0211,34.3281,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-22T20:30:00Z,22.4215,61.8445,1011.028,12.0286,32.9038,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-22T21:00:00Z,21.984,62.0723,1012.2413,11.9987,27.8198,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-22T21:30:00Z,21.5624,60.3105,1010.7293,12.0118,30.3813,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-22T22:00:00Z,22.156,59.9714,1012.0732,12.0053,29.2599,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-22T22:30:00Z,21.1556,60.1043,1010.4717,12.0482,25.6953,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-22T23:00:00Z,22.1407,59.0415,1012.0578,12.0427,24.9704,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-22T23:30:00Z,22.1652,59.0318,1010.3848,12.0337,28.9028,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T00:00:00Z,22.7329,61.9029,1010.5169,12.0378,23.6448,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T00:30:00Z,22.8209,59.8235,1011.3098,12.0405,28.2159,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T01:00:00Z,85.3219,61.3554,1011.8078,12.0417,26.7564,"{""temperature"": true, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-23T01:30:00Z,23.0842,61.2595,1011.7544,12.0794,23.7321,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T02:00:00Z,21.5658,61.5018,1011.7298,12.0618,26.9201,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-23T02:30:00Z,23.1443,61.4853,1010.4497,12.0849,24.3965,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房B夜班量測,admin@example.com
2026-05-23T03:00:00Z,23.6155,59.1279,1011.2831,12.0796,27.9737,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-23T03:30:00Z,22.1141,61.9289,1010.3586,12.1066,23.856,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T04:00:00Z,22.7976,61.2531,1010.8805,12.1114,23.2278,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T04:30:00Z,22.7281,58.369,1010.891,12.0959,27.7362,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-23T05:00:00Z,23.3346,58.5789,1011.3636,12.0908,25.2341,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T05:30:00Z,24.3179,59.631,1010.6748,12.0955,26.3058,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-23T06:00:00Z,23.5454,61.2424,1010.8404,12.1099,25.5602,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T06:30:00Z,24.5494,58.759,1010.6867,12.0971,28.7004,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-23T07:00:00Z,24.6343,61.6553,1011.1707,12.1107,31.7593,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T07:30:00Z,25.3681,60.3033,1011.5162,12.102,27.4108,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T08:00:00Z,24.8194,60.6438,1011.8462,12.0806,28.0428,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T08:30:00Z,25.8679,62.7278,1011.193,12.1068,32.1937,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T09:00:00Z,25.7026,61.5205,1010.6306,12.0949,35.1227,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T09:30:00Z,26.9855,63.3187,1010.8306,12.0949,35.0155,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-23T10:00:00Z,25.9807,63.8951,1011.3674,12.0897,35.9581,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T10:30:00Z,26.9262,64.611,1012.3027,12.0765,37.4133,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-23T11:00:00Z,26.8628,61.7672,1012.3119,12.064,38.7782,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T11:30:00Z,26.7415,64.5702,1011.6307,12.0492,38.0942,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T12:00:00Z,26.85,63.1394,1012.5235,12.0365,37.5572,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-23T12:30:00Z,27.9641,62.3953,1011.6318,12.0484,40.3464,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T13:00:00Z,27.4751,65.5642,1012.7908,12.0211,44.3298,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-23T13:30:00Z,26.8258,64.2411,1012.4904,12.0482,94.5141,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": true}",user,CPU 高負載,admin@example.com
2026-05-23T14:00:00Z,28.3988,65.3686,1012.2773,12.0168,42.7037,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-23T14:30:00Z,27.7422,66.2086,1012.7568,12.0313,47.5624,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T15:00:00Z,28.9571,66.016,1013.0661,12.0209,47.5944,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T15:30:00Z,27.2682,66.0684,1011.4465,12.0078,45.941,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T16:00:00Z,27.5246,68.3625,1012.2843,12.022,48.4984,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T16:30:00Z,27.0138,68.6939,1011.9863,11.9881,52.3704,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-23T17:00:00Z,28.7214,66.0029,1011.6764,11.9889,48.2725,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-23T17:30:00Z,28.602,67.374,1012.2469,11.9958,51.9718,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T18:00:00Z,28.0005,68.9212,1012.1614,11.9926,52.5572,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T18:30:00Z,27.5471,69.7245,1012.6843,12.0177,50.9465,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-23T19:00:00Z,26.407,69.4496,1013.7342,12.0049,51.0727,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T19:30:00Z,27.5542,67.9993,1012.9903,11.9973,53.8866,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-23T20:00:00Z,27.3994,67.2657,1014.1547,12.0103,56.2389,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T20:30:00Z,26.374,69.993,1014.263,11.9988,56.4405,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-23T21:00:00Z,26.1661,70.5551,1013.6152,5.9019,53.2955,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": true, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-23T21:30:00Z,25.5152,69.229,1014.0283,12.0192,55.9681,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-23T22:00:00Z,26.3706,68.305,1013.0473,12.0334,54.0418,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T22:30:00Z,25.7757,68.8122,1012.7376,12.045,52.4582,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T23:00:00Z,25.0515,70.8462,1014.1909,12.0389,54.7387,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-23T23:30:00Z,23.9607,68.7827,1014.2837,12.0315,55.0377,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-24T00:00:00Z,24.1645,71.9417,1014.089,12.0398,53.9323,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T00:30:00Z,23.426,68.7601,1013.313,12.0536,55.3536,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T01:00:00Z,24.3778,69.1059,1014.3361,12.069,53.8437,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T01:30:00Z,24.2926,69.1705,1013.9587,12.057,53.9088,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-24T02:00:00Z,24.3165,70.1602,938.8358,12.0561,54.1881,"{""temperature"": false, ""humidity"": false, ""pressure"": true, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-24T02:30:00Z,23.8702,70.18,1014.3265,12.0743,49.3235,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-24T03:00:00Z,22.1286,68.0582,1014.4414,12.085,51.5044,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-24T03:30:00Z,23.5952,68.0272,1014.0209,12.089,48.9846,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-24T04:00:00Z,21.9679,69.6434,1014.4884,12.0885,50.6897,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T04:30:00Z,21.9717,69.8815,1014.8654,12.1038,50.2009,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T05:00:00Z,21.761,67.545,1014.1806,12.0989,44.3931,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-24T05:30:00Z,22.0699,67.1529,1014.3275,12.09,47.5088,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T06:00:00Z,22.905,69.9561,1015.0475,12.1062,46.8162,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-24T06:30:00Z,21.4633,67.1645,1014.3703,12.0857,40.4081,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T07:00:00Z,22.1901,69.6118,1015.7184,12.0969,41.679,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-24T07:30:00Z,22.9017,68.0468,1014.8959,12.0811,37.9106,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-24T08:00:00Z,22.2699,65.8635,1014.3937,12.1026,41.6349,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,廠房A早班量測,admin@example.com
2026-05-24T08:30:00Z,23.1371,68.1508,1014.4976,12.0742,39.8131,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,濕度偏高,admin@example.com
2026-05-24T09:00:00Z,23.0742,65.8772,1015.147,12.0942,37.0406,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-24T09:30:00Z,22.1903,66.1146,1014.1984,12.0708,35.3935,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,CPU 高負載,admin@example.com
2026-05-24T10:00:00Z,23.1586,66.7008,1014.9067,12.072,33.7227,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T10:30:00Z,22.5224,66.2215,1015.9762,12.0802,33.9314,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T11:00:00Z,22.9563,66.3107,1014.9949,12.0657,29.9187,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-24T11:30:00Z,24.0009,65.2256,1015.3873,12.0466,34.4285,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,維護後恢復記錄,admin@example.com
2026-05-24T12:00:00Z,90.4141,64.3669,1014.0061,12.0517,28.9721,"{""temperature"": true, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-24T12:30:00Z,22.878,66.5622,1015.2571,12.0351,32.3142,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,溫度過高異常,admin@example.com
2026-05-24T13:00:00Z,23.7563,64.3552,1014.8842,12.0407,26.7462,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,排程自動記錄,admin@example.com
2026-05-24T13:30:00Z,24.2268,65.5965,1015.6411,12.0271,29.8496,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,壓力偏低,admin@example.com
2026-05-24T14:00:00Z,24.0375,61.748,1015.3336,12.0435,27.8963,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-24T14:30:00Z,24.6941,63.3398,1014.5101,12.0347,26.0678,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T15:00:00Z,25.8401,64.998,1014.282,12.0142,28.4128,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-24T15:30:00Z,25.8891,63.5778,1015.3818,12.0095,26.8188,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T16:00:00Z,26.6562,62.4312,1013.7832,12.0099,26.0283,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
2026-05-24T16:30:00Z,26.7308,61.9165,1014.7071,12.0046,26.5653,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,機房例行記錄,admin@example.com
2026-05-24T17:00:00Z,25.4102,63.0007,1014.127,12.0085,24.4534,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,電壓過低警示,admin@example.com
2026-05-24T17:30:00Z,27.2307,63.0467,1014.2948,11.9942,26.3141,"{""temperature"": false, ""humidity"": false, ""pressure"": false, ""voltage"": false, ""cpu_usage"": false}",user,,admin@example.com
